,text_a,label
9631,fg fenny dennysiregar7 korban italia negara maju rakyat nya ngikutin sok low ah anak low kena corona,no
9632,gada cancel nikahan nya gara2 corona,no
9633,unaffectionatee taftadirgaa janojan25 gagahtapiberbi hafidzprinataaa yoi corona survivor,no
9634,my unpopuler opinion baiknya pemerintah indonesia mengikuti langkah bijak pemerintah italia perihal lockdown kesehatan kemaslahatan,no
9635,kata zaki corona bang sepi,no
9636,jr kw19 asthmatic kerjaan freelance tour guide semoga cuaca buruk pernafasan berat batuk batuk flu mendengar biaya test covid 19 lumayan mahal menunggu parah test,no
9637,demosocrazy sori tp berita nya,no
9638,dennysiregar7 kpai official ya gini sih susah ya ngajakin orang ngetest gratis biaya tes virus corona rsup persahabatan rp 705 ribu,yes
9639,takkan memaafkan jokowi beliau bantuan israel utk menanggulangi virus corona indonesia keselamatan rakyat utama cemoohan kaum kadrun,yes
9640,hubungan ku aja dianggap bercanda virus corona kualat menhub,no
9641,nirozhd96 hhhh rawasta jari naka hata corona tchit,no
9642,masuk nya lingkaran istana salah penderita membuka mata dunia rakyar ragu gimana sayapercayajokowi,yes
9643,gunromli aniesbaswedan artikel koran the jakarta post mesti nya dibaca biar otak gelap,yes
9644,noraabytyqii he be nonen n pidh ku spi merr corona qesi njerzsh bre,no
9645,icymi buletinbernama covid 19 hormati keputusan kerajaan dradhambaba,no
9646,pengen vakum sosmed ga khawatir kelakuan pemerintag pusat yg ga peduli ga cari orang2 info covid 19 sosmed,no
9647,dyn din2803 anandasukarlan jokowi tinggal liat manuver nya ring1 yg postive corona pdhl bolak istana udh cek suhu,no
9648,berita tv one menhub terpapar virus corona,yes
9649,situasi genting gini aja gitu ya yg nganggep penanganan corona anggap politisasi emang penyakit bahaya ya penyakit hati,no
9650,masuk akal blm lockdown kasihan warga yg bergantung upah harian barang2 mahal bisa2 mati corona g dibeli dimakan bahan pokok langka mahal,no
9651,menghadapi wabah corona garda terdepan tentara nya kesehatan dokter perawat lab man calon dokter tim medis rs klinik puskemas mendoakan agara tentara sukses krn pahlawan,no
9652,batuk disaat gempar virus corona nggak enak ya,no
9653,penambahan pasien jubir corona achmad yurianto menyebut persebaran positif corona bandung manado daerah pemantauan selengkap nya,yes
9654,susupisangpeju corona wkwkwk,no
9655,mantankubangsat pen kena corona,no
9656,pemerintah pusat antisipasi virus corona catet rs daerah mu membantu menangani virus corona semoga sehat terlepas penyakit sayapercayajokowi coronavirusupdates,yes
9657,ftnikmrzli lepas covid 19 la aduhmakkk,no
9658,corona isu kanak2 riang ga diam2 senyap penanganan nya,no
9659,pantesan bani istana sikut sikutan mentri yg positif trjgkit corona,no
9660,emosi gue bandara kaga ditutup aja dah gedeg amet eh tau nya menteri nya yg kena corona,no
9661,shakinahtaufik corona takut jpj ni,no
9662,ni merancang corona yg menentukan,no
9663,virus corona disyukuri,no
9664,pemerintah bentuk tim percepatan penanganan corona,yes
9665,gara2 corona gue ampe lupa nunu ultah,no
9666,kelas libur mah fuck corona,no
9667,paru paru kambuh karna kecapean ditambah berita pontianak positif corona pake inhaler dikit orang langsung,yes
9668,jokowi yth bpk presiden saran terkait wabah corona penggunaan air indonesia tambahan zat desinfektan upaya pencegahan sterilisasi daerah indonesia,yes
9669,ku udah yg kena corona takut bener,no
9670,corona plissss jauh2,no
9671,hanifah933 true cina cepat bangkit stlh bertarung melawan virus corona yg menyerang negara mrk mrk cepat tanggap mengambil keputusan piawai meliat peluang disetiap amp cepat menciptakan solusi no wonder barat bete liat cina lol xd,no
9672,vivacoid kalo yg blg anies cari panggung fix tu org gada bagus gubernur ksih peta daerah mna yg trpapar corona wlyah dki biar lu lu nghindari daerah trsebut tlonglah otak tu dimanfaatin jgn jd pmberat kepala kelen kaum cebong,no
9673,nahloh brrti duta corona yg bawa virus piye sih sungguh miris pemerintah indonesia penangan salah kaprah kaya gini aja panik,no
9674,ayo corona cepatlah selesai kangen set up days jujur,no
9675,haduh aja nih orang kena virus corona bikin susah dunia aja nih cina nyebarin penyakit ora danta,no
9676,coronavirusupdates negara maju sdh darurat nasional bilang blm kepala,no
9677,fadlizon prabowo ngbrol neh prabowo menhan tanggapan nya corona mengancam pertahanan negara loh rakyat sakit yg mempertahankan tanah air presiden bingung ring 1 nya ga kasih jalan terbaik,yes
9678,tubirfess allah memudahkan umat muslim beribadah shalat jumat aja dirumah badai musibah corona musibah,no
9679,aestaektik urusan corona belom selese berbuat ulah siiii,no
9680,penyemprotan desinfektan rangka mitigasi bahaya covid 19 lingkungan lemdiklat polri ciputat jakarta sabtu 13 maret 2020 bertempat kantor lemdiklat polri dilaksanakan penyemprotan desinfektan rangka mitigasi bahaya covid 19,yes
9681,media modal click bait manfaatkan corona trafic web nya mengedukasi nyari keuntungan cnnindonesia memalukan,no
9682,areajulid bubye corona halo gagal ginjal liver,no
9683,pijet spa pria dewasa ngasih treatment waspada corona hand sanitizer room ttp ngentod disimpulkan corona ditularkan hubungan kelamin,no
9684,luaskan kuasa mu covid 19,no
9685,bosjohor2010 luaskan corona mu johor,no
9686,terdepan pemerintah aceh membuka posko siaga wabah virus corona minggu 26 januari 2020 malam,yes
9687,penderita corona indo gara2 interact orang asing negara ga belajar kesalahan anjir,yes
9688,yah si guntur romli iri dengki aja si covid19 udah pandemi upaya preventif hrs cpt smoga elu kaga kena corona ya sehat2,no
9689,betaniiii hayuuukkk ntar yak abis world tour corona kelarr ok ok ok,no
9690,kayak gini memperkeruh suasana kalo info coba dicek share kalo berita nya udah gak dishare kalo beda pendapat penanganan corona ya diomongin baik2 tujuan nya jiwa sehat raga sehat,no
9691,bowgung hae hb bener banget nih ilustrasi nya ya aniesbaswedan dominan mengatasi corona banjir program kampanye tahunan ibukota tau mengapresiasi,no
9692,trump berdusta google situs screening virus corona darisuara,yes
9693,kebiasaan ku corona anti telapak tangan kalo kaki ma sikut,no
9694,dok maaf ya udah rumah pas jumat surat edaran corona tetep gaboleh pulang yg kosan wicis stasiun kereta dok,no
9695,jokowi kmaren kmaren kmana aja dunia sdh heboh situ ngentengin pjbat nya sok bangga indonesia kebal n zero corona skrg gmna nge bedakan kmanusiaan ma politik nggk sih parah,no
9696,kalo dipikir2 emang seneng sedih smoga corona membaik huhuhu,no
9697,corona jalan terbaik tinggal pulau seribu,no
9698,milochocoblazz hati2 corona udah jogja zya,no
9699,ganeca nya jg gt yak tp iphone murah ditunda corona wkwkwkwkkwk sing sabar sing sabar,no
9700,asadiaakil wawancara ketemu orang sa kalo lulus nya molor alasan corona menghambat pengambilan data prakata tulisan corona wkwk,no
9701,semoga hoax semoga papua khusu nya kota sorong sekita nya aman bencana penyakit corona aamiin,no
9702,zuhairimisrawi yth anies warga dki terima kasih laporan panduan penanganan nya berjangkit nya virus covid 19 arwa dki tdk panik,yes
9703,corona virus end sebedau gawai corona virus end sebedau gawai corona virus end sebedau gawai corona virus end sebedau gawai corona virus end sebedau gawai corona virus end sebedau gawai nama langkau arak enggau tuak amen,no
9704,istri pm spanyol positif covid 19,yes
9705,baiknya utk dibaca keppres no 7 2020 gugus tugas penanganan virus covid 19 yg ditanda tangani presiden jumat tanggal 13 maret 2020,yes
9706,naviza ava nungguan aral mereun duka nungguan manehna nu positif corona,no
9707,laufeysos stay safe ya corona udh msuk indon,yes
9708,sampe jambi kena covid 19 dehh yg suspect,yes
9709,yg kuliah nya diliburin mending pulang kampung deh nih yg muda sebener nya udh tertular covid 19 cuman muncul gejala nya aja nya imun kuat carrier covid 19 menularkan nya ortu,no
9710,daftar 132 rumah sakit rujukan penanganan covid 19 polripromoter informasipolri,yes
9711,risky tama12 yrndv pasha mutiara10 pagikamal welly albinanto ardhanrafs and thats the problem bayangin aja abang gojek deh positif corona dimana sehari ga kerja dapur keluarga gabisa ngebul si abang gojek isolasi gimana ga kabur tuh,no
9712,kali sya twit presiden tolong manfaatkan media utk sosialisasi edukasi trkait tindakan preventif amp kuratif trkait wabah corona sbgaiman pres memanfaatkan media kampanye istana ad anak2 milenial jokowi indonesiabutuhpemimpin,no
9713,kebayang gimana resah nya abis ketemu meeting bergurau dinyatakan positif corona semoga sehat ya cek kondisi,no
9714,11 kes covid 19 sarawak 8 peserta tabligh sri petaling,no
9715,puncak penyebaran virus corona indonesia badan intelejen negara diprediksi ramadhan,yes
9716,otak gue isi nya update corona kaga mikir senin uts gatau,no
9717,antisipasi corona ustaz adi hidayat batalkan jadwal kajian,yes
9718,ardhanrafs catuaries ya emg modal nya negara at least pemerintah iya masyarakat dipaksa totalitas ngadepin virus corona pemerintah nggak ngasih fasilitas layanan,no
9719,pemerintah emang gak bs langsung main lockdown jgn krn tsb blm opsi trus dianggap pemerintah tutup mata gak gtu,no
9720,jog share info jogja solo udah yg kena corona,no
9721,yusuf dumdum gara corona said didu coba meraih panggung sayang sekedar nyinyir nyinyir dapet nya menunggu yg diharap menyenangkan hati nya,no
9722,heartlesslarki ahaa bnd kr doo un ka sab ku ch ap coz ap ki hr baat manein ghey woh kehna corona virus hai aj baad koi app use ni krni,no
9723,pradhanayasti collegemenfess pls kampus imbauan terkait corona aja gaada,no
9724,eittijeu corona pending pls seminggu kedepan mo un,no
9725,gw kadang ngerasa aneh ya test corona karna udah kadang gw berpikir hasil test nya gak akurat karna udh kebanyakan pasien nya hasil nya kayak auto positif gitu aneh aja kadang gw liat sebaran nya gajelas beud yg kena org2 yg gak diduga,no
9726,ya allah tolong corona parno bgt kalo dgr org batuk tuh sumpah dah lgsg suudzon,no
9727,tirtoid hasil acara pengarahan duta imun corona yak dagelan bgt negeri gw,no
9728,doa sholat starter pack 1 mendoakan orang tua 2 berdoa bebas bahaya covid 19,no
9729,cegah penyebaran virus covid 19 tni polri grati gelar aksi keja bhakti cegah corona aksi wilayah grati nya masjid baitul muttaqin grati alun alun grati mapolsek grati mprah mp19 divhumaspolri multimediapolri b,yes
9730,nya corona menjauh orang orang gus,no
9731,corona ki bhayapadi andharu holidays theeskuntunte 247 panichesthunna ekaika profession maadhi proud to be in medical field,no
9732,plis banget temen temen rantau pulang kampung ayo mandiri egois isolasi pergi membantu persebaran covid 19,no
9733,amsionglah pemimpin perasaan pikiran nya dimana telpon who kirim surat who mengumumkan tanggap darurat virus corona aja gk yg lucu nya buzzerrp yg dibayar 72m menuduh anies cari panggung gila indonesiabutuhpemimpin,no
9734,syapaaya kampus blm libur kalo blm yg corona,no
9735,i dont get it why certain people still mengada ngada nak travel yg dah worst case of covid 19 kau malaysia bervirus kau,no
9736,ratjunn klo kena corona cemana,no
9737,jokowi diperiksa nih,no
9738,menhub kena corona meeeennn,yes
9739,adek tingkat gue pas pake hand sanitizer its corona time riang bgt kayak tolol lucu kali,no
9740,kek nya kudu tht ntar dicurigain corona,no
9741,daeng info mencari duta corona,no
9742,follow me on tik tok dude coronapocalypse coronavirus covid19 trump donaldtrump trumprally tiktok tiktokviral viral viralvideo tiktokleaked,no
9743,coronavirus scare nashik administration invokes dma in district,no
9744,ibcig takut allah takut corona muslim yg xfahan konsep tawakkal redha,no
9745,pemerintah meliburkan kampus sekolah kerja kemana mencegah penyebaran virus corona pergi liburan bareng bareng dukungjokowibasmicorona stayathome,yes
9746,kenya rongai coronavirus vigilance health ministry pitches camp in ongata rongai,no
9747,smirnoffke dawa ya coronavirus,no
9748,abdullahnaeem amir77978332 corona virus kanjron ko ku ch nahi kehta,no
9749,farooquijameel muhtram ap investigative journlist hen to apko pta hona chaheye yeh aik edited tweet hy jisay mehz sansni k leye phailaya jaa raha hy baqi biological weapon k tor py corona use howa hy kis ny kia hy waqt batye gaa,no
9750,nangis bgt jingaaan w menang ga tiket rex orange county gimana ga shock corona hey hadu du du du,no
9751,sendu nya hidup musim corona ni need someone laa,no
9752,adiknyaxiumin bah gitu nya dom aja yg suspect 15an org dri bbrp minggu tpi smpe skrg gada hasil pdhl yg suspect yg abis berinteraksi sm org sg yg positif corona,no
9753,musim corona time sesuai holiday kau dah bosan hidup musim corona time sesuai holiday kau dah bosan hidup musim corona time sesuai holiday kau dah bosan hidup musim corona time sesuai holiday kau dah bosan hidup,no
9754,belok gausah bayar pa ogah bisi corona,no
9755,riopraditya12 pns ababil atr bpn atr ntb bintangemon ficofachriza yudhakhel bikin corona bro biar atr bpn djalil sofyan loso judijanto nyadar bahaya nya udah dikasih tau ama presiden jokowi,no
9756,ojok o corona onok bom ae sekolah ku tetep melbu,no
9757,natalieanggi112 kemarin kuat ngomong nya keder covid 19 masuk indonesia,yes
9758,breaking news nyuma yumuhinde wagaragaweho coronavirus mu gakiriro ka gisozi hagaragaye undi muntu wa kabiri nawe ufite inkorora yigikatu abantu baramuhunga ajyanywe kwa muganga basanga ngo nivumbi ryari rimurembeje welcome to rwanda,no
9759,naoliviea berharap joko pura pura terserang corona upaya halus beliau mengundurkan menghibur pendukung setia nya keputus asaan nenyelamatkan nkri keterpurukan,no
9760,virus corona indonesia udah anak homies gaada aka stay in home berbaur sm anak homies,no
9761,dadnedict actually not really and still on the long way to get better gained alot from the last break up so trying to be better now giliran lg rajin banget olahraga gym lg ngecancel kelas gara2 corona pdhl ku olahraga biar makan,no
9762,mohon perhatikan pertanda terinfeksi virus corona via shareaholic ifttt zamane,yes
9763,gue stress corona,no
9764,sby gaada yg takut corona ga libur kampus ku,no
9765,gak percaya klu indonesia kena covid 19 korfirasi global,no
9766,msaid didu wabah corona sosiolog ui indonesia kapal dipimpin nakhoda miskin wawasan,no
9767,opo kabeh2 iki kudu ndadak corona ndadak un ndadak seneng awm yo ndadak,no
9768,enggalpmt berlianidris pembenaran hoby aj bray gemar nokip alkoholic dianggap jd immun corona pdhal congorna yg immun rakjat jd blo on boni hargen kwn sekolam jkwtumbangrakyatsenang,no
9769,anying nyokap gue bisik2 kirain tau nya ngomong iyo ga kena corona anying anying ngegas tkt durhaka,no
9770,indonesia butuh meningkatkan cakupan pemeriksaan covid 19 jgn jakarta kewenangan pemerintah daerah pemeriksaan efektif dibuatkan drive thru korea biar lbh bnyk cpt yg dites,yes
9771,astaga ngeri bgt corona idah kota,no
9772,ya akses test corona terinfeksi ribuan angka nya jelek gapapa gapapa banget angka nya ga manusia nya tau terinfeksi ga menginfeksi,no
9773,takut corona mo nnton,no
9774,nya penyakit batuk flu nya sakit sembuh tp sakit virus corona kaya gitu gak,no
9775,nraffhanaa pehh sbb corona dah gerak do bhahahahaahhahahaah rindunyaaaaaaa,no
9776,subtanyarl takut nya gabisa lebaran karna corona,no
9777,huhu jatim uda kena corona orang,yes
9778,14 3 21 52 mba dii mati tu urusan allah 14 3 21 52 mba dii ngapain takut mati 14 3 21 52 mba dii tinggal baca doa wabah penyakit mematikan 14 3 21 53 mba dii ga kena penyakit corona kalo emg takdir nya mati,no
9779,kompascom musim corona nggq sempet nengok all england,no
9780,cnnindonesia lockdown pemerintah jamin kebutuhan primer rakyat nya main lockdown aja perut laper vs corona,yes
9781,serius kena batu nya,no
9782,indiatoday corona virus ring besafe,no
9783,andihiyat liburan karna diliburkan mencegah virus corona,no
9784,shinesaja dr tompi rah sudi horor corona,no
